com.samsung.shealth.report,6233003,3
America/Sao_Paulo,1575774000000,2019-12-15 16:41:50.389,2019-12-15 16:41:47.849,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,7907ac73-1c9b-40fc-a86f-86f1a0c74247,7907ac73-1c9b-40fc-a86f-86f1a0c74247.compressed_content.json,
America/Sao_Paulo,1653793200000,2022-06-05 16:49:16.313,2022-06-05 16:49:12.265,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,92cba035-b667-4534-a932-5cf393a02f2e,92cba035-b667-4534-a932-5cf393a02f2e.compressed_content.json,
America/Sao_Paulo,1579402800000,2020-01-26 16:42:35.325,2020-01-26 16:42:31.727,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,0fee9af5-cd59-4673-aa84-5a1d4ded5e4c,0fee9af5-cd59-4673-aa84-5a1d4ded5e4c.compressed_content.json,
America/Sao_Paulo,1657422000000,2022-07-19 16:41:55.452,2022-07-19 16:41:51.320,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,ee9c4965-c810-4137-9071-b81c253e8bef,ee9c4965-c810-4137-9071-b81c253e8bef.compressed_content.json,
America/Sao_Paulo,1583031600000,2020-03-08 16:42:00.573,2020-03-08 16:41:58.915,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,8a890ced-f5f7-4074-a251-4e3f47eae8e1,8a890ced-f5f7-4074-a251-4e3f47eae8e1.compressed_content.json,
America/Sao_Paulo,1662865200000,2022-09-21 16:41:55.402,2022-09-21 16:41:55.402,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,766167ed-41a1-4771-a5ab-bb1ef5b42240,766167ed-41a1-4771-a5ab-bb1ef5b42240.compressed_content.json,
America/Sao_Paulo,1669518000000,2022-12-08 16:41:56.876,2022-12-08 16:41:56.876,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,d3734329-662a-4f70-8516-4e090ccf9eeb,d3734329-662a-4f70-8516-4e090ccf9eeb.compressed_content.json,
America/Sao_Paulo,1586660400000,2020-04-19 16:41:43.438,2020-04-19 16:41:41.742,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,3a01ee52-4ba3-4f0e-a2b5-4db0f699017e,3a01ee52-4ba3-4f0e-a2b5-4db0f699017e.compressed_content.json,
America/Sao_Paulo,1674356400000,2023-02-01 16:41:53.845,2023-02-01 16:41:53.845,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,cca27f99-0281-4989-9093-0bf133da8d00,cca27f99-0281-4989-9093-0bf133da8d00.compressed_content.json,
America/Sao_Paulo,1590289200000,2020-05-31 16:41:51.757,2020-05-31 16:41:42.235,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,e1c95c4e-b366-49ce-8a05-816960ef799b,e1c95c4e-b366-49ce-8a05-816960ef799b.compressed_content.json,
America/Sao_Paulo,1593918000000,2020-07-14 16:42:44.575,2020-07-12 16:42:11.842,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,70e41f2f-7c83-40a9-9127-4b4f1a9ac110,70e41f2f-7c83-40a9-9127-4b4f1a9ac110.compressed_content.json,
America/Sao_Paulo,1597546800000,2020-08-25 16:41:50.113,2020-08-23 16:41:49.827,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,08fdc041-0bec-4aac-a920-4e37e39a68d1,08fdc041-0bec-4aac-a920-4e37e39a68d1.compressed_content.json,
America/Sao_Paulo,1601175600000,2020-10-05 16:41:56.671,2020-10-04 16:41:42.839,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,34b125fa-45fa-46dd-b9e2-bf9c61b94c7e,34b125fa-45fa-46dd-b9e2-bf9c61b94c7e.compressed_content.json,
America/Sao_Paulo,1604804400000,2020-11-17 16:41:42.370,2020-11-15 16:42:21.204,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,e4cb181f-a508-49e8-9d79-feb6b24b33a3,e4cb181f-a508-49e8-9d79-feb6b24b33a3.compressed_content.json,
Europe/Lisbon,1518307200000,2018-02-18 14:30:58.278,2018-02-18 14:29:57.232,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,e019fbbb-89c7-4932-99e4-70480871d2c6,e019fbbb-89c7-4932-99e4-70480871d2c6.compressed_content.json,
America/Sao_Paulo,1609038000000,2021-01-04 16:45:18.219,2021-01-03 16:42:02.769,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,50f25731-cb5e-452f-988d-24636ad9e9dc,50f25731-cb5e-452f-988d-24636ad9e9dc.compressed_content.json,
America/Sao_Paulo,1486864800000,2017-02-19 17:31:14.573,2017-02-19 17:30:05.752,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,09147f7e-15b3-46ae-bcdf-53740072cede,09147f7e-15b3-46ae-bcdf-53740072cede.compressed_content.json,
America/Sao_Paulo,1471143600000,2016-11-18 14:12:38.022,2016-08-22 16:04:19.647,0,0,1,f1/7zwjou1,X,com.sec.android.app.shealth,64723337-2982-4ddf-8d1f-9dc8668d3d5a,64723337-2982-4ddf-8d1f-9dc8668d3d5a.compressed_content.json,
America/Sao_Paulo,1612666800000,2021-02-14 16:41:47.587,2021-02-14 16:41:46.402,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,bf20ec44-1498-434c-9325-8b72656cbbdf,bf20ec44-1498-434c-9325-8b72656cbbdf.compressed_content.json,
America/Sao_Paulo,1524366000000,2018-04-30 17:29:53.906,2018-04-29 17:32:25.795,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,f1f33eb1-59c3-4831-a0e7-625c6ba3d909,f1f33eb1-59c3-4831-a0e7-625c6ba3d909.compressed_content.json,
America/Sao_Paulo,1514080800000,2018-01-02 16:31:54.737,2017-12-31 16:40:31.326,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,1a69dc0d-64ff-4082-8cdf-53a3c999e074,1a69dc0d-64ff-4082-8cdf-53a3c999e074.compressed_content.json,
America/Sao_Paulo,1616295600000,2021-03-28 16:41:42.707,2021-03-28 16:41:41.565,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,76814cd6-5b89-4fcd-b2e2-a8842ff80d9b,76814cd6-5b89-4fcd-b2e2-a8842ff80d9b.compressed_content.json,
America/Sao_Paulo,1522551600000,2018-04-08 17:31:23.560,2018-04-08 17:30:30.061,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,fdadf52a-0a35-4867-922a-2478628ae200,fdadf52a-0a35-4867-922a-2478628ae200.compressed_content.json,
America/Sao_Paulo,1460862000000,2016-11-18 14:15:10.928,2016-04-24 16:26:33.909,0,0,1,f1/7zwjou1,X,com.sec.android.app.shealth,1240668f-9b65-44c1-bf62-80c3a737bcbf,1240668f-9b65-44c1-bf62-80c3a737bcbf.compressed_content.json,
America/Sao_Paulo,1619924400000,2021-05-09 16:41:43.317,2021-05-09 16:41:42.007,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,f8436fd3-e73a-4080-8f21-2c67d4bb5260,f8436fd3-e73a-4080-8f21-2c67d4bb5260.compressed_content.json,
America/Sao_Paulo,1484445600000,2017-01-22 16:31:07.156,2017-01-22 16:29:40.737,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,cd29a0f0-ede7-43fd-ad6f-9f2f303d99ec,cd29a0f0-ede7-43fd-ad6f-9f2f303d99ec.compressed_content.json,
America/Sao_Paulo,1509242400000,2017-11-06 16:30:02.096,2017-11-05 16:29:31.594,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,47ad0179-9149-4b3f-8c83-3a7f3035b12a,47ad0179-9149-4b3f-8c83-3a7f3035b12a.compressed_content.json,
America/Sao_Paulo,1520737200000,2018-03-18 17:31:41.182,2018-03-18 17:31:39.571,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,221de31c-eb58-4a4e-bc9a-fb6bf5c80f60,221de31c-eb58-4a4e-bc9a-fb6bf5c80f60.compressed_content.json,
America/Sao_Paulo,1623553200000,2021-06-20 16:42:32.288,2021-06-20 16:42:26.488,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,41247214-08cb-4e11-9d2f-46918fec7470,41247214-08cb-4e11-9d2f-46918fec7470.compressed_content.json,
America/Sao_Paulo,1521946800000,2018-04-01 17:31:58.905,2018-04-01 17:30:59.790,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,3738c8b1-b56d-45c5-a7ed-c38f8d3d7f3f,3738c8b1-b56d-45c5-a7ed-c38f8d3d7f3f.compressed_content.json,
America/Sao_Paulo,1468119600000,2016-11-18 14:12:38.822,2016-07-17 17:11:33.383,0,0,1,f1/7zwjou1,X,com.sec.android.app.shealth,1293f971-80e1-4daa-95c2-c21665af4b3f,1293f971-80e1-4daa-95c2-c21665af4b3f.compressed_content.json,
America/Sao_Paulo,1627182000000,2021-08-01 16:41:45.005,2021-08-01 16:41:42.837,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,720ff38b-cd82-4541-8a8e-068ecee13549,720ff38b-cd82-4541-8a8e-068ecee13549.compressed_content.json,
America/Sao_Paulo,1488078000000,2017-03-05 17:31:04.956,2017-03-05 17:30:04.745,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,4c16503d-2202-4153-8472-4969e86d2e48,4c16503d-2202-4153-8472-4969e86d2e48.compressed_content.json,
America/Sao_Paulo,1498964400000,2017-07-09 17:30:22.424,2017-07-09 17:30:16.889,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,67ec66ee-8518-4239-84b5-c6e02c780339,67ec66ee-8518-4239-84b5-c6e02c780339.compressed_content.json,
America/Sao_Paulo,1630810800000,2021-09-13 16:43:01.422,2021-09-13 16:42:57.690,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,72dbe2d3-11ed-4fba-b06e-51ae6a8a1162,72dbe2d3-11ed-4fba-b06e-51ae6a8a1162.compressed_content.json,
America/Sao_Paulo,1493521200000,2017-05-08 17:30:03.026,2017-05-07 17:30:31.340,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,f5900a04-3b87-4187-a538-2535b1818c68,f5900a04-3b87-4187-a538-2535b1818c68.compressed_content.json,
America/Sao_Paulo,1634439600000,2021-10-24 16:41:45.637,2021-10-24 16:41:42.528,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,e17b0b0f-10cf-46ea-bfc0-c0ad31e89000,e17b0b0f-10cf-46ea-bfc0-c0ad31e89000.compressed_content.json,
America/Sao_Paulo,1483236000000,2017-01-10 16:30:30.861,2017-01-10 16:29:45.258,0,1,1,n2OTyB17mi,X,com.sec.android.app.shealth,839de4c3-2dfd-4da4-8017-e31408590faf,839de4c3-2dfd-4da4-8017-e31408590faf.compressed_content.json,
America/Sao_Paulo,1491102000000,2017-04-09 17:30:58.721,2017-04-09 17:30:13.192,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,2944badc-eccc-4018-a689-257f4ce7a0eb,2944badc-eccc-4018-a689-257f4ce7a0eb.compressed_content.json,
America/Sao_Paulo,1466910000000,2016-11-18 14:12:39.319,2016-07-03 17:53:30.473,0,0,1,f1/7zwjou1,X,com.sec.android.app.shealth,c77e8794-56ad-41bb-b4b5-61d913a8895d,c77e8794-56ad-41bb-b4b5-61d913a8895d.compressed_content.json,
America/Sao_Paulo,1638068400000,2021-12-05 16:41:54.874,2021-12-05 16:41:50.377,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,9ff894be-533d-4468-a5da-679ea8ee64c1,9ff894be-533d-4468-a5da-679ea8ee64c1.compressed_content.json,
America/Sao_Paulo,1487473200000,2017-02-26 17:32:01.247,2017-02-26 17:30:51.561,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,cfb91e30-0ca9-4875-9858-f973a6df81fc,cfb91e30-0ca9-4875-9858-f973a6df81fc.compressed_content.json,
America/Sao_Paulo,1514685600000,2018-01-08 16:29:43.361,2018-01-07 16:30:26.544,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,3f6a1b60-b739-42d8-b09e-29b35a5e1a3d,3f6a1b60-b739-42d8-b09e-29b35a5e1a3d.compressed_content.json,
America/Sao_Paulo,1641697200000,2022-01-16 16:42:43.578,2022-01-16 16:42:28.870,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,c49374d9-ef48-41b5-91d0-dc8ca4a5bfc8,c49374d9-ef48-41b5-91d0-dc8ca4a5bfc8.compressed_content.json,
America/Sao_Paulo,1463281200000,2016-11-18 14:14:23.176,2016-05-22 16:47:38.451,0,1,1,f1/7zwjou1,X,com.sec.android.app.shealth,20143785-2788-4919-b06e-afedfedd2857,20143785-2788-4919-b06e-afedfedd2857.compressed_content.json,
America/Sao_Paulo,1508637600000,2017-10-31 16:29:49.389,2017-10-29 16:32:18.935,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,b46fd7e4-e1bc-48e3-93ac-c9045b8e24a9,b46fd7e4-e1bc-48e3-93ac-c9045b8e24a9.compressed_content.json,
America/Sao_Paulo,1506222000000,2017-10-02 17:30:09.333,2017-10-01 17:31:51.735,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,bd99c17e-8fc2-47b8-9624-6a5b62121a89,bd99c17e-8fc2-47b8-9624-6a5b62121a89.compressed_content.json,
America/Sao_Paulo,1645326000000,2022-03-01 16:49:03.082,2022-03-01 16:48:43.553,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,24f0e391-8e70-49f0-ae28-aec8d42636b6,24f0e391-8e70-49f0-ae28-aec8d42636b6.compressed_content.json,
America/Sao_Paulo,1465095600000,2016-11-18 14:13:29.522,2016-06-12 16:55:11.542,0,1,1,f1/7zwjou1,X,com.sec.android.app.shealth,daa45559-1bb1-45d3-90f6-4d976cbac8e5,daa45559-1bb1-45d3-90f6-4d976cbac8e5.compressed_content.json,
America/Sao_Paulo,1650769200000,2022-05-02 16:42:22.791,2022-05-02 16:42:16.986,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,1612bfa8-d179-4a70-95de-411d13d72b7f,1612bfa8-d179-4a70-95de-411d13d72b7f.compressed_content.json,
America/Sao_Paulo,1485655200000,2017-02-05 16:30:47.567,2017-02-05 16:29:48.689,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,4170f984-0b9b-481c-806c-809c9a136b3f,4170f984-0b9b-481c-806c-809c9a136b3f.compressed_content.json,
America/Sao_Paulo,1527994800000,2018-06-12 17:29:39.488,2018-06-10 17:32:25.480,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,73dd66b8-c092-474e-944d-74834eba7291,73dd66b8-c092-474e-944d-74834eba7291.compressed_content.json,
America/Sao_Paulo,1478397600000,2016-11-18 14:12:27.447,2016-11-13 15:06:22.808,0,0,1,f1/7zwjou1,X,com.sec.android.app.shealth,3a7074a3-c3cc-4a27-95dc-fac01dc56188,3a7074a3-c3cc-4a27-95dc-fac01dc56188.compressed_content.json,
America/Sao_Paulo,1459652400000,2016-11-18 14:15:13.653,2016-04-11 16:39:30.196,0,1,1,f1/7zwjou1,X,com.sec.android.app.shealth,42ace4e8-0942-4c3c-b93c-da0b95bcd1c8,42ace4e8-0942-4c3c-b93c-da0b95bcd1c8.compressed_content.json,
America/Sao_Paulo,1654398000000,2022-06-12 16:42:30.354,2022-06-12 16:42:08.474,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,60ff002f-4c31-4047-a7f2-ba0b028720f3,60ff002f-4c31-4047-a7f2-ba0b028720f3.compressed_content.json,
America/Sao_Paulo,1458442800000,2016-11-18 14:15:14.936,2016-03-27 16:06:11.242,0,1,1,f1/7zwjou1,X,com.sec.android.app.shealth,595eed42-d191-43c4-9c47-97ff2d4f9abb,595eed42-d191-43c4-9c47-97ff2d4f9abb.compressed_content.json,
America/Sao_Paulo,1528599600000,2018-06-19 17:31:04.798,2018-06-17 17:31:10.644,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,38d1bb33-468f-4550-94a9-69a11221e7e5,38d1bb33-468f-4550-94a9-69a11221e7e5.compressed_content.json,
America/Sao_Paulo,1486260000000,2017-02-12 16:32:01.769,2017-02-12 16:30:56.802,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,a347be72-ffbc-40ae-a89b-38cd9611195a,a347be72-ffbc-40ae-a89b-38cd9611195a.compressed_content.json,
America/Sao_Paulo,1658026800000,2022-07-24 16:42:16.427,2022-07-24 16:42:09.147,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,4ba1fa37-d79b-445d-8b4c-4f3d3c367665,4ba1fa37-d79b-445d-8b4c-4f3d3c367665.compressed_content.json,
America/Sao_Paulo,1502593200000,2017-08-20 17:31:25.286,2017-08-20 17:30:14.741,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,fd23a092-ed73-4327-8ba5-e435247be14a,fd23a092-ed73-4327-8ba5-e435247be14a.compressed_content.json,
America/Sao_Paulo,1501988400000,2017-08-14 17:29:38.239,2017-08-13 17:31:32.791,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,395554f5-09eb-4438-9275-8bff4c74c3ae,395554f5-09eb-4438-9275-8bff4c74c3ae.compressed_content.json,
America/Sao_Paulo,1459047600000,2016-11-18 14:15:14.869,2016-04-03 16:15:23.723,0,1,1,f1/7zwjou1,X,com.sec.android.app.shealth,6a707bd1-c395-4dd0-a20d-ed428ed48247,6a707bd1-c395-4dd0-a20d-ed428ed48247.compressed_content.json,
America/Sao_Paulo,1488682800000,2017-03-12 17:31:02.598,2017-03-12 17:30:06.611,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,120019a5-430a-4899-98ac-5459fca5a994,120019a5-430a-4899-98ac-5459fca5a994.compressed_content.json,
Europe/Lisbon,1518912000000,2018-02-25 14:31:46.092,2018-02-25 14:29:52.686,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,3427eb38-de56-45e7-9fc4-d64caf1d57c7,3427eb38-de56-45e7-9fc4-d64caf1d57c7.compressed_content.json,
America/Sao_Paulo,1494126000000,2017-05-14 17:29:32.620,2017-05-14 17:29:31.021,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,89946280-34de-45fe-8ed0-994f3d31f453,89946280-34de-45fe-8ed0-994f3d31f453.compressed_content.json,
America/Sao_Paulo,1498359600000,2017-07-03 17:29:56.853,2017-07-02 17:30:30.918,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,42fdb498-dba7-45d0-bda0-47e1426fe714,42fdb498-dba7-45d0-bda0-47e1426fe714.compressed_content.json,
America/Sao_Paulo,1485050400000,2017-01-30 17:07:59.551,2017-01-29 16:30:22.658,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,36c1daf7-c594-424b-aabd-68acf147c489,36c1daf7-c594-424b-aabd-68acf147c489.compressed_content.json,
America/Sao_Paulo,1663470000000,2022-09-25 16:42:16.594,2022-09-25 16:42:16.594,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,655c4446-4754-43ed-b2e7-2642d5890058,655c4446-4754-43ed-b2e7-2642d5890058.compressed_content.json,
America/Sao_Paulo,1501383600000,2017-08-07 17:29:31.614,2017-08-06 17:31:00.192,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,c6645595-9897-427b-aeef-e955f94bb48b,c6645595-9897-427b-aeef-e955f94bb48b.compressed_content.json,
America/Sao_Paulo,1529809200000,2018-07-04 17:31:21.833,2018-07-01 17:30:54.626,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,8ab0eed8-12d7-4579-b452-ce1e728a8a68,8ab0eed8-12d7-4579-b452-ce1e728a8a68.compressed_content.json,
America/Sao_Paulo,1509847200000,2017-11-14 16:30:53.642,2017-11-12 16:29:31.535,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,e15c7e9c-d144-4cd0-a97d-d4415396be35,e15c7e9c-d144-4cd0-a97d-d4415396be35.compressed_content.json,
America/Sao_Paulo,1670122800000,2022-12-15 16:41:50.821,2022-12-15 16:41:50.821,0,0,2,yfgkJHa6g4,X,com.sec.android.app.shealth,c363ba66-c3e1-40ad-85d5-8434aa866643,c363ba66-c3e1-40ad-85d5-8434aa866643.compressed_content.json,
America/Sao_Paulo,1507435200000,2017-10-16 16:30:10.108,2017-10-15 16:33:30.259,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,76193bfc-43e4-46c7-b582-da9471600809,76193bfc-43e4-46c7-b582-da9471600809.compressed_content.json,
America/Sao_Paulo,1472958000000,2016-11-18 14:12:37.371,2016-09-11 16:04:40.835,0,0,1,f1/7zwjou1,X,com.sec.android.app.shealth,047266f2-d4cf-4db8-b5e5-4f490a657e54,047266f2-d4cf-4db8-b5e5-4f490a657e54.compressed_content.json,
America/Sao_Paulo,1461466800000,2016-11-18 14:15:06.973,2016-05-01 16:50:16.893,0,1,1,f1/7zwjou1,X,com.sec.android.app.shealth,d4c66aa0-9ae5-48e3-8e50-63321824b904,d4c66aa0-9ae5-48e3-8e50-63321824b904.compressed_content.json,
America/Sao_Paulo,1469934000000,2016-11-18 14:12:38.423,2016-08-07 18:34:41.344,0,0,1,f1/7zwjou1,X,com.sec.android.app.shealth,85526ae5-db94-48fd-987c-611945116e19,85526ae5-db94-48fd-987c-611945116e19.compressed_content.json,
America/Sao_Paulo,1510452000000,2017-11-19 16:29:49.145,2017-11-19 16:29:47.974,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,2c900e1e-69ed-4ae2-9b6a-9f8ce66bf977,2c900e1e-69ed-4ae2-9b6a-9f8ce66bf977.compressed_content.json,
America/Sao_Paulo,1475377200000,2016-11-18 14:12:28.537,2016-10-10 16:05:33.056,0,0,1,f1/7zwjou1,X,com.sec.android.app.shealth,f8de3fb4-dda2-474b-88d0-1f8410f6d26d,f8de3fb4-dda2-474b-88d0-1f8410f6d26d.compressed_content.json,
America/Sao_Paulo,1515290400000,2018-01-14 16:29:34.496,2018-01-14 16:29:31.081,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,454a640c-c3f4-4847-b1d7-b910f515393b,454a640c-c3f4-4847-b1d7-b910f515393b.compressed_content.json,
America/Sao_Paulo,1503198000000,2017-08-27 17:30:36.545,2017-08-27 17:29:48.276,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,24041c59-83ea-4c2a-84a1-3c20381c760c,24041c59-83ea-4c2a-84a1-3c20381c760c.compressed_content.json,
America/Sao_Paulo,1464490800000,2016-11-18 14:13:54.406,2016-06-05 17:00:41.707,0,1,1,f1/7zwjou1,X,com.sec.android.app.shealth,1fe81870-2e96-4d6f-80ee-5b0151645d3e,1fe81870-2e96-4d6f-80ee-5b0151645d3e.compressed_content.json,
America/Sao_Paulo,1474167600000,2016-11-18 14:12:29.450,2016-09-25 16:05:24.896,0,0,1,f1/7zwjou1,X,com.sec.android.app.shealth,f296a50d-e14f-4704-b06c-16d2f2a2f293,f296a50d-e14f-4704-b06c-16d2f2a2f293.compressed_content.json,
America/Sao_Paulo,1499569200000,2017-07-16 17:31:23.434,2017-07-16 17:30:26.634,0,0,1,n2OTyB17mi,X,com.sec.android.app.shealth,d743f110-b4f9-4f23-92c6-eaa549fae504,d743f110-b4f9-4f23-92c6-eaa549fae504.compressed_content.json,
America/Sao_Paulo,1469329200000,2016-11-18 14:12:38.682,2016-07-31 18:19:16.667,0,0,1,f1/7zwjou1,X,com.sec.android.app.shealth,e431ffaf-dd23-447f-bceb-3d783cc4ac60,e431ffaf-dd23-447f-bceb-3d783cc4ac60.compressed_content.json,
America/Sao_Paulo,1474772400000,2016-11-18 14:12:28.667,2016-10-02 16:05:07.558,0,0,1,f1/7zwjou1,X,com.sec.android.app.shealth,5774b793-3cab-41c4-807a-51ba773b438f,5774b793-3cab-41c4-807a-51ba773b438f.compressed_content.json,
